DriverId,DriverName,CircuitId,CircuitName,FirstLapChangeList,FirstLapChangeMin,FirstLapChangeMax,FirstLapChangeFirstQuartile,FirstLapChangeMedian,FirstLapChangeThirdQuartile,FirstLapChangeMean,FirstLapChangeSd
2,Nick Heidfeld,11,Hungaroring,"2,4,4,4,9,10,12,6,4,3,8,5,2,3,4,4,12,15,19,9,8,10,10,4,6,16,7,8,14,6,7,2,7,11,8,8,11,8,2,2,7,8,12,13,5,8,14,16,13,7,6,12,2,6,7,12,15,17,6,6,15,8,4,11,10,6,12,10,3,3,6,12,9,9,6,11,",3,12,6,9,10,7,3.1622776601683795
2,Nick Heidfeld,13,Circuit de Spa-Francorchamps,"2,4,4,4,9,10,12,6,4,3,8,5,2,3,4,4,12,15,19,9,8,10,10,4,6,16,7,8,14,6,7,2,7,11,8,8,11,8,2,2,7,8,12,13,5,8,14,16,13,7,6,12,2,6,7,12,15,17,6,6,15,8,4,11,10,6,12,10,3,3,6,12,9,9,6,11,2,5,11,10,5,",2,11,5,5,10,6,3.3166247903553998
2,Nick Heidfeld,14,Autodromo Nazionale Monza,"2,4,4,4,9,10,12,6,4,3,8,5,2,3,4,4,12,15,19,9,8,10,10,4,6,16,7,8,14,6,7,2,7,11,8,8,11,8,2,2,7,8,12,13,5,8,14,16,13,7,6,12,2,6,7,12,15,17,6,6,15,8,4,11,10,6,12,10,3,3,6,12,9,9,6,11,2,5,11,10,5,5,4,8,14,9,10,11,7,",4,14,7,9,11,8,3.0
2,Nick Heidfeld,16,Marina Bay Street Circuit,"2,4,4,4,9,10,12,6,4,3,8,5,2,3,4,4,12,15,19,9,8,10,10,4,6,16,7,8,14,6,7,2,7,11,8,8,11,8,2,2,7,8,12,13,5,8,14,16,13,7,6,12,2,6,7,12,15,17,6,6,15,8,4,11,10,6,12,10,3,3,6,12,9,9,6,11,2,5,11,10,5,5,4,8,14,9,10,11,7,9,14,",9,14,9,14,9,11,2.4494897427831779
2,Nick Heidfeld,17,Shanghai International Circuit,"2,4,4,4,9,10,12,6,4,3,8,5,2,3,4,4,12,15,19,9,8,10,10,4,6,16,7,8,14,6,7,2,7,11,8,8,11,8,2,2,7,8,12,13,5,8,14,16,13,7,6,12,2,6,7,12,15,17,6,6,15,8,4,11,10,6,12,10,3,3,6,12,9,9,6,11,2,5,11,10,5,5,4,8,14,9,10,11,7,9,14,5,7,7,13,12,12,",5,13,7,12,12,9,3.0
2,Nick Heidfeld,18,AutÛdromo JosÈ Carlos Pace,"2,4,4,4,9,10,12,6,4,3,8,5,2,3,4,4,12,15,19,9,8,10,10,4,6,16,7,8,14,6,7,2,7,11,8,8,11,8,2,2,7,8,12,13,5,8,14,16,13,7,6,12,2,6,7,12,15,17,6,6,15,8,4,11,10,6,12,10,3,3,6,12,9,9,6,11,2,5,11,10,5,5,4,8,14,9,10,11,7,9,14,5,7,7,13,12,12,10,6,17,3,17,",3,17,6,10,17,10,5.6568542494923806
2,Nick Heidfeld,20,N¸rburgring (this is the same as 15. Merge the race years),"2,4,4,4,9,10,12,6,4,3,8,5,2,3,4,4,12,15,19,9,8,10,10,4,6,16,7,8,14,6,7,2,7,11,8,8,11,8,2,2,7,8,12,13,5,8,14,16,13,7,6,12,2,6,7,12,15,17,6,6,15,8,4,11,10,6,12,10,3,3,6,12,9,9,6,11,2,5,11,10,5,5,4,8,14,9,10,11,7,9,14,5,7,7,13,12,12,10,6,17,3,17,6,10,2,10,8,7,10,",2,10,6,8,8,7,2.6457513110645907
2,Nick Heidfeld,21,Autodromo Enzo e Dino Ferrari,"2,4,4,4,9,10,12,6,4,3,8,5,2,3,4,4,12,15,19,9,8,10,10,4,6,16,7,8,14,6,7,2,7,11,8,8,11,8,2,2,7,8,12,13,5,8,14,16,13,7,6,12,2,6,7,12,15,17,6,6,15,8,4,11,10,6,12,10,3,3,6,12,9,9,6,11,2,5,11,10,5,5,4,8,14,9,10,11,7,9,14,5,7,7,13,12,12,10,6,17,3,17,6,10,2,10,8,7,10,13,6,10,10,7,",6,13,7,10,10,9,2.4494897427831779
2,Nick Heidfeld,22,Suzuka Circuit,"2,4,4,4,9,10,12,6,4,3,8,5,2,3,4,4,12,15,19,9,8,10,10,4,6,16,7,8,14,6,7,2,7,11,8,8,11,8,2,2,7,8,12,13,5,8,14,16,13,7,6,12,2,6,7,12,15,17,6,6,15,8,4,11,10,6,12,10,3,3,6,12,9,9,6,11,2,5,11,10,5,5,4,8,14,9,10,11,7,9,14,5,7,7,13,12,12,10,6,17,3,17,6,10,2,10,8,7,10,13,6,10,10,7,8,13,9,7,9,6,8,",6,13,7,8,8,8,2.0
3,Nico Rosberg,1,Melbourne Grand Prix Circuit,"3,7,6,5,12,1,2,1,",1,12,2,5,7,4,3.4641016151377544
3,Nico Rosberg,2,Sepang International Circuit,"3,7,6,5,12,1,2,1,14,8,3,12,13,4,2,3,3,",2,14,3,4,12,6,4.6904157598234297
3,Nico Rosberg,3,Bahrain International Circuit,"3,7,6,5,12,1,2,1,14,8,3,12,13,4,2,3,3,8,10,7,9,5,5,9,2,3,1,",1,10,3,7,8,5,3.0
3,Nico Rosberg,4,Circuit de Barcelona-Catalunya,"3,7,6,5,12,1,2,1,14,8,3,12,13,4,2,3,3,8,10,7,9,5,5,9,2,3,1,6,11,8,13,7,7,6,2,1,",1,13,6,7,8,6,3.6055512754639891
3,Nico Rosberg,6,Circuit de Monaco,"3,7,6,5,12,1,2,1,14,8,3,12,13,4,2,3,3,8,10,7,9,5,5,9,2,3,1,6,11,8,13,7,7,6,2,1,12,6,7,11,2,1,1,1,7,",1,12,1,6,7,5,4.0
3,Nico Rosberg,7,Circuit Gilles Villeneuve,"3,7,6,5,12,1,2,1,14,8,3,12,13,4,2,3,3,8,10,7,9,5,5,9,2,3,1,6,11,8,13,7,7,6,2,1,12,6,7,11,2,1,1,1,7,10,10,6,11,6,5,2,2,5,",2,11,5,6,10,6,3.1622776601683795
3,Nico Rosberg,8,Circuit de Nevers Magny-Cours,"3,7,6,5,12,1,2,1,14,8,3,12,13,4,2,3,3,8,10,7,9,5,5,9,2,3,1,6,11,8,13,7,7,6,2,1,12,6,7,11,2,1,1,1,7,10,10,6,11,6,5,2,2,5,16,9,14,",9,16,9,14,9,13,2.8284271247461903
3,Nico Rosberg,9,Silverstone Circuit,"3,7,6,5,12,1,2,1,14,8,3,12,13,4,2,3,3,8,10,7,9,5,5,9,2,3,1,6,11,8,13,7,7,6,2,1,12,6,7,11,2,1,1,1,7,10,10,6,11,6,5,2,2,5,16,9,14,9,12,9,5,3,6,15,1,2,3,",1,15,3,6,9,6,4.358898943540674
3,Nico Rosberg,10,Hockenheimring,"3,7,6,5,12,1,2,1,14,8,3,12,13,4,2,3,3,8,10,7,9,5,5,9,2,3,1,6,11,8,13,7,7,6,2,1,12,6,7,11,2,1,1,1,7,10,10,6,11,6,5,2,2,5,16,9,14,9,12,9,5,3,6,15,1,2,3,10,8,10,1,4,",1,10,4,8,10,6,3.6055512754639891
3,Nico Rosberg,11,Hungaroring,"3,7,6,5,12,1,2,1,14,8,3,12,13,4,2,3,3,8,10,7,9,5,5,9,2,3,1,6,11,8,13,7,7,6,2,1,12,6,7,11,2,1,1,1,7,10,10,6,11,6,5,2,2,5,16,9,14,9,12,9,5,3,6,15,1,2,3,10,8,10,1,4,14,7,4,9,10,19,4,8,2,",2,19,4,8,10,8,5.0
3,Nico Rosberg,13,Circuit de Spa-Francorchamps,"3,7,6,5,12,1,2,1,14,8,3,12,13,4,2,3,3,8,10,7,9,5,5,9,2,3,1,6,11,8,13,7,7,6,2,1,12,6,7,11,2,1,1,1,7,10,10,6,11,6,5,2,2,5,16,9,14,9,12,9,5,3,6,15,1,2,3,10,8,10,1,4,14,7,4,9,10,19,4,8,2,12,6,8,6,6,11,4,2,2,1,",1,12,2,6,6,5,3.6055512754639891
3,Nico Rosberg,14,Autodromo Nazionale Monza,"3,7,6,5,12,1,2,1,14,8,3,12,13,4,2,3,3,8,10,7,9,5,5,9,2,3,1,6,11,8,13,7,7,6,2,1,12,6,7,11,2,1,1,1,7,10,10,6,11,6,5,2,2,5,16,9,14,9,12,9,5,3,6,15,1,2,3,10,8,10,1,4,14,7,4,9,10,19,4,8,2,12,6,8,6,6,11,4,2,2,1,14,6,16,5,7,6,2,17,1,",1,17,5,6,14,8,5.5677643628300215
3,Nico Rosberg,16,Marina Bay Street Circuit,"3,7,6,5,12,1,2,1,14,8,3,12,13,4,2,3,3,8,10,7,9,5,5,9,2,3,1,6,11,8,13,7,7,6,2,1,12,6,7,11,2,1,1,1,7,10,10,6,11,6,5,2,2,5,16,9,14,9,12,9,5,3,6,15,1,2,3,10,8,10,1,4,14,7,4,9,10,19,4,8,2,12,6,8,6,6,11,4,2,2,1,14,6,16,5,7,6,2,17,1,11,",11,11,11,11,11,11,0.0
3,Nico Rosberg,17,Shanghai International Circuit,"3,7,6,5,12,1,2,1,14,8,3,12,13,4,2,3,3,8,10,7,9,5,5,9,2,3,1,6,11,8,13,7,7,6,2,1,12,6,7,11,2,1,1,1,7,10,10,6,11,6,5,2,2,5,16,9,14,9,12,9,5,3,6,15,1,2,3,10,8,10,1,4,14,7,4,9,10,19,4,8,2,12,6,8,6,6,11,4,2,2,1,14,6,16,5,7,6,2,17,1,11,15,16,11,15,3,5,1,2,2,1,",1,16,2,5,11,7,6.0
3,Nico Rosberg,18,AutÛdromo JosÈ Carlos Pace,"3,7,6,5,12,1,2,1,14,8,3,12,13,4,2,3,3,8,10,7,9,5,5,9,2,3,1,6,11,8,13,7,7,6,2,1,12,6,7,11,2,1,1,1,7,10,10,6,11,6,5,2,2,5,16,9,14,9,12,9,5,3,6,15,1,2,3,10,8,10,1,4,14,7,4,9,10,19,4,8,2,12,6,8,6,6,11,4,2,2,1,14,6,16,5,7,6,2,17,1,11,15,16,11,15,3,5,1,2,2,1,12,4,6,7,15,5,1,1,2,",1,15,2,5,7,5,4.5825756949558398
3,Nico Rosberg,20,N¸rburgring (this is the same as 15. Merge the race years),"3,7,6,5,12,1,2,1,14,8,3,12,13,4,2,3,3,8,10,7,9,5,5,9,2,3,1,6,11,8,13,7,7,6,2,1,12,6,7,11,2,1,1,1,7,10,10,6,11,6,5,2,2,5,16,9,14,9,12,9,5,3,6,15,1,2,3,10,8,10,1,4,14,7,4,9,10,19,4,8,2,12,6,8,6,6,11,4,2,2,1,14,6,16,5,7,6,2,17,1,11,15,16,11,15,3,5,1,2,2,1,12,4,6,7,15,5,1,1,2,7,4,7,9,",4,9,7,7,9,6,1.7320508075688772
3,Nico Rosberg,21,Autodromo Enzo e Dino Ferrari,"3,7,6,5,12,1,2,1,14,8,3,12,13,4,2,3,3,8,10,7,9,5,5,9,2,3,1,6,11,8,13,7,7,6,2,1,12,6,7,11,2,1,1,1,7,10,10,6,11,6,5,2,2,5,16,9,14,9,12,9,5,3,6,15,1,2,3,10,8,10,1,4,14,7,4,9,10,19,4,8,2,12,6,8,6,6,11,4,2,2,1,14,6,16,5,7,6,2,17,1,11,15,16,11,15,3,5,1,2,2,1,12,4,6,7,15,5,1,1,2,7,4,7,9,11,",11,11,11,11,11,11,0.0
3,Nico Rosberg,22,Suzuka Circuit,"3,7,6,5,12,1,2,1,14,8,3,12,13,4,2,3,3,8,10,7,9,5,5,9,2,3,1,6,11,8,13,7,7,6,2,1,12,6,7,11,2,1,1,1,7,10,10,6,11,6,5,2,2,5,16,9,14,9,12,9,5,3,6,15,1,2,3,10,8,10,1,4,14,7,4,9,10,19,4,8,2,12,6,8,6,6,11,4,2,2,1,14,6,16,5,7,6,2,17,1,11,15,16,11,15,3,5,1,2,2,1,12,4,6,7,15,5,1,1,2,7,4,7,9,11,10,5,10,8,2,2,1,",1,10,2,5,5,5,3.6055512754639891
3,Nico Rosberg,32,AutÛdromo Hermanos RodrÌguez,"3,7,6,5,12,1,2,1,14,8,3,12,13,4,2,3,3,8,10,7,9,5,5,9,2,3,1,6,11,8,13,7,7,6,2,1,12,6,7,11,2,1,1,1,7,10,10,6,11,6,5,2,2,5,16,9,14,9,12,9,5,3,6,15,1,2,3,10,8,10,1,4,14,7,4,9,10,19,4,8,2,12,6,8,6,6,11,4,2,2,1,14,6,16,5,7,6,2,17,1,11,15,16,11,15,3,5,1,2,2,1,12,4,6,7,15,5,1,1,2,7,4,7,9,11,10,5,10,8,2,2,1,1,2,",1,2,1,2,1,1,0.0
3,Nico Rosberg,70,A1 Redbull Ring,"3,7,6,5,12,1,2,1,14,8,3,12,13,4,2,3,3,8,10,7,9,5,5,9,2,3,1,6,11,8,13,7,7,6,2,1,12,6,7,11,2,1,1,1,7,10,10,6,11,6,5,2,2,5,16,9,14,9,12,9,5,3,6,15,1,2,3,10,8,10,1,4,14,7,4,9,10,19,4,8,2,12,6,8,6,6,11,4,2,2,1,14,6,16,5,7,6,2,17,1,11,15,16,11,15,3,5,1,2,2,1,12,4,6,7,15,5,1,1,2,7,4,7,9,11,10,5,10,8,2,2,1,1,2,1,1,4,",1,4,1,1,1,2,1.4142135623730951
4,Fernando Alonso,1,Melbourne Grand Prix Circuit,"4,2,1,3,3,7,12,5,4,4,5,2,4,",1,12,3,4,5,4,2.6457513110645907
4,Fernando Alonso,2,Sepang International Circuit,"4,2,1,3,3,7,12,5,4,4,5,2,4,8,1,2,1,7,3,13,11,13,6,1,4,7,11,",1,13,2,7,8,6,4.2426406871192848
4,Fernando Alonso,3,Bahrain International Circuit,"4,2,1,3,3,7,12,5,4,4,5,2,4,8,1,2,1,7,3,13,11,13,6,1,4,7,11,10,5,1,1,6,8,1,7,8,9,11,14,",1,14,5,8,10,6,4.0
4,Fernando Alonso,4,Circuit de Barcelona-Catalunya,"4,2,1,3,3,7,12,5,4,4,5,2,4,8,1,2,1,7,3,13,11,13,6,1,4,7,11,10,5,1,1,6,8,1,7,8,9,11,14,3,1,2,4,2,13,5,2,5,2,1,6,12,",1,13,2,3,5,4,3.7416573867739413
4,Fernando Alonso,6,Circuit de Monaco,"4,2,1,3,3,7,12,5,4,4,5,2,4,8,1,2,1,7,3,13,11,13,6,1,4,7,11,10,5,1,1,6,8,1,7,8,9,11,14,3,1,2,4,2,13,5,2,5,2,1,6,12,10,1,1,4,5,7,6,2,3,7,4,5,",1,10,3,5,7,4,2.4494897427831779
4,Fernando Alonso,7,Circuit Gilles Villeneuve,"4,2,1,3,3,7,12,5,4,4,5,2,4,8,1,2,1,7,3,13,11,13,6,1,4,7,11,10,5,1,1,6,8,1,7,8,9,11,14,3,1,2,4,2,13,5,2,5,2,1,6,12,10,1,1,4,5,7,6,2,3,7,4,5,7,1,4,3,5,2,6,11,16,",1,16,3,5,7,6,4.4721359549995796
4,Fernando Alonso,8,Circuit de Nevers Magny-Cours,"4,2,1,3,3,7,12,5,4,4,5,2,4,8,1,2,1,7,3,13,11,13,6,1,4,7,11,10,5,1,1,6,8,1,7,8,9,11,14,3,1,2,4,2,13,5,2,5,2,1,6,12,10,1,1,4,5,7,6,2,3,7,4,5,7,1,4,3,5,2,6,11,16,8,7,2,1,2,17,",1,17,2,7,7,6,5.4772255750516612
4,Fernando Alonso,9,Silverstone Circuit,"4,2,1,3,3,7,12,5,4,4,5,2,4,8,1,2,1,7,3,13,11,13,6,1,4,7,11,10,5,1,1,6,8,1,7,8,9,11,14,3,1,2,4,2,13,5,2,5,2,1,6,12,10,1,1,4,5,7,6,2,3,7,4,5,7,1,4,3,5,2,6,11,16,8,7,2,1,2,17,6,2,1,2,10,16,14,14,1,2,3,6,10,13,",1,16,2,6,10,7,5.2915026221291814
4,Fernando Alonso,10,Hockenheimring,"4,2,1,3,3,7,12,5,4,4,5,2,4,8,1,2,1,7,3,13,11,13,6,1,4,7,11,10,5,1,1,6,8,1,7,8,9,11,14,3,1,2,4,2,13,5,2,5,2,1,6,12,10,1,1,4,5,7,6,2,3,7,4,5,7,1,4,3,5,2,6,11,16,8,7,2,1,2,17,6,2,1,2,10,16,14,14,1,2,3,6,10,13,11,5,1,3,4,10,1,1,5,12,",1,12,1,5,5,5,4.0
4,Fernando Alonso,11,Hungaroring,"4,2,1,3,3,7,12,5,4,4,5,2,4,8,1,2,1,7,3,13,11,13,6,1,4,7,11,10,5,1,1,6,8,1,7,8,9,11,14,3,1,2,4,2,13,5,2,5,2,1,6,12,10,1,1,4,5,7,6,2,3,7,4,5,7,1,4,3,5,2,6,11,16,8,7,2,1,2,17,6,2,1,2,10,16,14,14,1,2,3,6,10,13,11,5,1,3,4,10,1,1,5,12,4,4,11,3,1,2,3,5,5,2,5,7,6,",1,11,3,4,5,4,2.4494897427831779
4,Fernando Alonso,13,Circuit de Spa-Francorchamps,"4,2,1,3,3,7,12,5,4,4,5,2,4,8,1,2,1,7,3,13,11,13,6,1,4,7,11,10,5,1,1,6,8,1,7,8,9,11,14,3,1,2,4,2,13,5,2,5,2,1,6,12,10,1,1,4,5,7,6,2,3,7,4,5,7,1,4,3,5,2,6,11,16,8,7,2,1,2,17,6,2,1,2,10,16,14,14,1,2,3,6,10,13,11,5,1,3,4,10,1,1,5,12,4,4,11,3,1,2,3,5,5,2,5,7,6,4,3,2,4,2,7,13,7,",2,13,3,4,7,5,3.4641016151377544
