DriverId,DriverName,CircuitId,CircuitName,FirstLapChangeList,FirstLapChangeMin,FirstLapChangeMax,FirstLapChangeFirstQuartile,FirstLapChangeMedian,FirstLapChangeThirdQuartile,FirstLapChangeMean,FirstLapChangeSd
1,Lewis Hamilton,70,A1 Redbull Ring,"0,1,4,0,-1,-1,0,-5,0,4,2,2,7,-1,0,0,0,0,0,-6,0,2,-1,0,-1,1,0,-6,-1,1,2,-1,0,-1,4,-2,0,-1,-1,1,0,1,0,-1,0,0,0,0,0,1,0,0,0,0,0,-1,0,3,-1,2,0,3,2,4,0,0,2,-1,0,0,0,2,3,1,-1,0,1,0,0,0,1,-9,1,-1,0,0,1,-1,0,6,0,1,0,0,-1,0,2,-3,0,-5,0,-5,0,0,0,0,1,2,0,0,0,1,0,0,-6,5,-1,1,0,0,0,4,-8,-15,1,-2,1,2,1,2,0,1,-6,0,0,0,-17,5,-1,0,1,",-1,5,0,1,5,1,2.2360679774997898
2,Nick Heidfeld,1,Melbourne Grand Prix Circuit,"0,1,1,1,-2,-8,5,",-8,5,-2,1,1,-1,3.7416573867739413
2,Nick Heidfeld,2,Sepang International Circuit,"0,1,1,1,-2,-8,5,-5,0,2,3,2,1,4,",-5,4,0,2,2,1,2.6457513110645907
2,Nick Heidfeld,3,Bahrain International Circuit,"0,1,1,1,-2,-8,5,-5,0,2,3,2,1,4,0,0,-9,2,2,",-9,2,0,0,2,-1,4.0
2,Nick Heidfeld,4,Circuit de Barcelona-Catalunya,"0,1,1,1,-2,-8,5,-5,0,2,3,2,1,4,0,0,-9,2,2,2,0,5,4,0,2,0,4,7,",0,7,0,2,4,2,2.4494897427831779
2,Nick Heidfeld,6,Circuit de Monaco,"0,1,1,1,-2,-8,5,-5,0,2,3,2,1,4,0,0,-9,2,2,2,0,5,4,0,2,0,4,7,3,2,4,0,2,2,0,-1,0,0,",-1,4,0,2,2,1,1.4142135623730951
2,Nick Heidfeld,7,Circuit Gilles Villeneuve,"0,1,1,1,-2,-8,5,-5,0,2,3,2,1,4,0,0,-9,2,2,2,0,5,4,0,2,0,4,7,3,2,4,0,2,2,0,-1,0,0,-1,1,2,5,0,",-1,5,0,1,2,1,2.0
2,Nick Heidfeld,8,Circuit de Nevers Magny-Cours,"0,1,1,1,-2,-8,5,-5,0,2,3,2,1,4,0,0,-9,2,2,2,0,5,4,0,2,0,4,7,3,2,4,0,2,2,0,-1,0,0,-1,1,2,5,0,-2,1,1,0,0,0,0,-1,3,",-2,3,0,0,1,0,1.0
2,Nick Heidfeld,9,Silverstone Circuit,"0,1,1,1,-2,-8,5,-5,0,2,3,2,1,4,0,0,-9,2,2,2,0,5,4,0,2,0,4,7,3,2,4,0,2,2,0,-1,0,0,-1,1,2,5,0,-2,1,1,0,0,0,0,-1,3,1,2,3,1,-1,2,0,2,4,2,",-1,4,1,2,2,1,1.4142135623730951
2,Nick Heidfeld,10,Hockenheimring,"0,1,1,1,-2,-8,5,-5,0,2,3,2,1,4,0,0,-9,2,2,2,0,5,4,0,2,0,4,7,3,2,4,0,2,2,0,-1,0,0,-1,1,2,5,0,-2,1,1,0,0,0,0,-1,3,1,2,3,1,-1,2,0,2,4,2,1,2,4,-2,1,",-2,4,1,1,2,1,1.7320508075688772
2,Nick Heidfeld,11,Hungaroring,"0,1,1,1,-2,-8,5,-5,0,2,3,2,1,4,0,0,-9,2,2,2,0,5,4,0,2,0,4,7,3,2,4,0,2,2,0,-1,0,0,-1,1,2,5,0,-2,1,1,0,0,0,0,-1,3,1,2,3,1,-1,2,0,2,4,2,1,2,4,-2,1,3,-1,0,4,3,2,-2,0,0,",-2,4,0,0,3,1,1.7320508075688772
2,Nick Heidfeld,13,Circuit de Spa-Francorchamps,"0,1,1,1,-2,-8,5,-5,0,2,3,2,1,4,0,0,-9,2,2,2,0,5,4,0,2,0,4,7,3,2,4,0,2,2,0,-1,0,0,-1,1,2,5,0,-2,1,1,0,0,0,0,-1,3,1,2,3,1,-1,2,0,2,4,2,1,2,4,-2,1,3,-1,0,4,3,2,-2,0,0,-5,-2,1,3,-4,",-5,3,-4,-2,1,-2,3.0
2,Nick Heidfeld,14,Autodromo Nazionale Monza,"0,1,1,1,-2,-8,5,-5,0,2,3,2,1,4,0,0,-9,2,2,2,0,5,4,0,2,0,4,7,3,2,4,0,2,2,0,-1,0,0,-1,1,2,5,0,-2,1,1,0,0,0,0,-1,3,1,2,3,1,-1,2,0,2,4,2,1,2,4,-2,1,3,-1,0,4,3,2,-2,0,0,-5,-2,1,3,-4,1,-1,-3,2,5,4,-10,3,",-10,5,-1,2,4,0,4.4721359549995796
2,Nick Heidfeld,16,Marina Bay Street Circuit,"0,1,1,1,-2,-8,5,-5,0,2,3,2,1,4,0,0,-9,2,2,2,0,5,4,0,2,0,4,7,3,2,4,0,2,2,0,-1,0,0,-1,1,2,5,0,-2,1,1,0,0,0,0,-1,3,1,2,3,1,-1,2,0,2,4,2,1,2,4,-2,1,3,-1,0,4,3,2,-2,0,0,-5,-2,1,3,-4,1,-1,-3,2,5,4,-10,3,1,0,",0,1,0,1,0,0,0.0
2,Nick Heidfeld,17,Shanghai International Circuit,"0,1,1,1,-2,-8,5,-5,0,2,3,2,1,4,0,0,-9,2,2,2,0,5,4,0,2,0,4,7,3,2,4,0,2,2,0,-1,0,0,-1,1,2,5,0,-2,1,1,0,0,0,0,-1,3,1,2,3,1,-1,2,0,2,4,2,1,2,4,-2,1,3,-1,0,4,3,2,-2,0,0,-5,-2,1,3,-4,1,-1,-3,2,5,4,-10,3,1,0,3,2,-1,1,0,2,",-1,3,0,2,2,1,1.0
2,Nick Heidfeld,18,AutÛdromo JosÈ Carlos Pace,"0,1,1,1,-2,-8,5,-5,0,2,3,2,1,4,0,0,-9,2,2,2,0,5,4,0,2,0,4,7,3,2,4,0,2,2,0,-1,0,0,-1,1,2,5,0,-2,1,1,0,0,0,0,-1,3,1,2,3,1,-1,2,0,2,4,2,1,2,4,-2,1,3,-1,0,4,3,2,-2,0,0,-5,-2,1,3,-4,1,-1,-3,2,5,4,-10,3,1,0,3,2,-1,1,0,2,-4,0,-4,0,3,",-4,3,-4,0,0,-1,2.6457513110645907
2,Nick Heidfeld,20,N¸rburgring (this is the same as 15. Merge the race years),"0,1,1,1,-2,-8,5,-5,0,2,3,2,1,4,0,0,-9,2,2,2,0,5,4,0,2,0,4,7,3,2,4,0,2,2,0,-1,0,0,-1,1,2,5,0,-2,1,1,0,0,0,0,-1,3,1,2,3,1,-1,2,0,2,4,2,1,2,4,-2,1,3,-1,0,4,3,2,-2,0,0,-5,-2,1,3,-4,1,-1,-3,2,5,4,-10,3,1,0,3,2,-1,1,0,2,-4,0,-4,0,3,-17,4,-1,2,0,-1,-1,",-17,4,-1,-1,-1,-2,6.324555320336759
2,Nick Heidfeld,21,Autodromo Enzo e Dino Ferrari,"0,1,1,1,-2,-8,5,-5,0,2,3,2,1,4,0,0,-9,2,2,2,0,5,4,0,2,0,4,7,3,2,4,0,2,2,0,-1,0,0,-1,1,2,5,0,-2,1,1,0,0,0,0,-1,3,1,2,3,1,-1,2,0,2,4,2,1,2,4,-2,1,3,-1,0,4,3,2,-2,0,0,-5,-2,1,3,-4,1,-1,-3,2,5,4,-10,3,1,0,3,2,-1,1,0,2,-4,0,-4,0,3,-17,4,-1,2,0,-1,-1,0,-2,2,-2,-1,",-2,2,-2,-1,0,-1,1.4142135623730951
2,Nick Heidfeld,22,Suzuka Circuit,"0,1,1,1,-2,-8,5,-5,0,2,3,2,1,4,0,0,-9,2,2,2,0,5,4,0,2,0,4,7,3,2,4,0,2,2,0,-1,0,0,-1,1,2,5,0,-2,1,1,0,0,0,0,-1,3,1,2,3,1,-1,2,0,2,4,2,1,2,4,-2,1,3,-1,0,4,3,2,-2,0,0,-5,-2,1,3,-4,1,-1,-3,2,5,4,-10,3,1,0,3,2,-1,1,0,2,-4,0,-4,0,3,-17,4,-1,2,0,-1,-1,0,-2,2,-2,-1,1,1,-4,2,-4,0,1,",-4,2,-4,1,1,-1,2.2360679774997898
3,Nico Rosberg,1,Melbourne Grand Prix Circuit,"3,0,-1,1,3,2,0,-1,",-1,3,0,1,3,0,1.7320508075688772
3,Nico Rosberg,2,Sepang International Circuit,"3,0,-1,1,3,2,0,-1,2,3,-1,-4,1,-1,1,0,-15,",-15,3,-1,0,1,-2,5.0990195135927845
3,Nico Rosberg,3,Bahrain International Circuit,"3,0,-1,1,3,2,0,-1,2,3,-1,-4,1,-1,1,0,-15,1,-3,-9,-1,1,-4,0,-1,-1,1,",-9,1,-3,-1,0,-2,2.8284271247461903
3,Nico Rosberg,4,Circuit de Barcelona-Catalunya,"3,0,-1,1,3,2,0,-1,2,3,-1,-4,1,-1,1,0,-15,1,-3,-9,-1,1,-4,0,-1,-1,1,2,-1,2,-3,0,2,0,0,0,",-3,2,0,0,2,0,1.4142135623730951
3,Nico Rosberg,6,Circuit de Monaco,"3,0,-1,1,3,2,0,-1,2,3,-1,-4,1,-1,1,0,-15,1,-3,-9,-1,1,-4,0,-1,-1,1,2,-1,2,-3,0,2,0,0,0,-1,0,-2,2,0,0,0,0,0,",-2,2,0,0,0,-1,1.0
3,Nico Rosberg,7,Circuit Gilles Villeneuve,"3,0,-1,1,3,2,0,-1,2,3,-1,-4,1,-1,1,0,-15,1,-3,-9,-1,1,-4,0,-1,-1,1,2,-1,2,-3,0,2,0,0,0,-1,0,-2,2,0,0,0,0,0,1,2,-3,0,0,1,0,0,-8,",-8,2,0,0,1,-1,2.8284271247461903
3,Nico Rosberg,8,Circuit de Nevers Magny-Cours,"3,0,-1,1,3,2,0,-1,2,3,-1,-4,1,-1,1,0,-15,1,-3,-9,-1,1,-4,0,-1,-1,1,2,-1,2,-3,0,2,0,0,0,-1,0,-2,2,0,0,0,0,0,1,2,-3,0,0,1,0,0,-8,0,2,1,",0,2,0,1,0,1,0.0
3,Nico Rosberg,9,Silverstone Circuit,"3,0,-1,1,3,2,0,-1,2,3,-1,-4,1,-1,1,0,-15,1,-3,-9,-1,1,-4,0,-1,-1,1,2,-1,2,-3,0,2,0,0,0,-1,0,-2,2,0,0,0,0,0,1,2,-3,0,0,1,0,0,-8,0,2,1,4,3,3,1,1,-3,-4,-1,-2,0,",-4,4,-2,1,1,0,2.4494897427831779
3,Nico Rosberg,10,Hockenheimring,"3,0,-1,1,3,2,0,-1,2,3,-1,-4,1,-1,1,0,-15,1,-3,-9,-1,1,-4,0,-1,-1,1,2,-1,2,-3,0,2,0,0,0,-1,0,-2,2,0,0,0,0,0,1,2,-3,0,0,1,0,0,-8,0,2,1,4,3,3,1,1,-3,-4,-1,-2,0,-1,0,5,0,-3,",-3,5,-1,0,0,0,2.6457513110645907
3,Nico Rosberg,11,Hungaroring,"3,0,-1,1,3,2,0,-1,2,3,-1,-4,1,-1,1,0,-15,1,-3,-9,-1,1,-4,0,-1,-1,1,2,-1,2,-3,0,2,0,0,0,-1,0,-2,2,0,0,0,0,0,1,2,-3,0,0,1,0,0,-8,0,2,1,4,3,3,1,1,-3,-4,-1,-2,0,-1,0,5,0,-3,-3,0,0,3,2,-8,0,-1,-1,",-8,3,-1,0,0,-1,3.0
3,Nico Rosberg,13,Circuit de Spa-Francorchamps,"3,0,-1,1,3,2,0,-1,2,3,-1,-4,1,-1,1,0,-15,1,-3,-9,-1,1,-4,0,-1,-1,1,2,-1,2,-3,0,2,0,0,0,-1,0,-2,2,0,0,0,0,0,1,2,-3,0,0,1,0,0,-8,0,2,1,4,3,3,1,1,-3,-4,-1,-2,0,-1,0,5,0,-3,-3,0,0,3,2,-8,0,-1,-1,2,0,2,5,4,10,1,-1,-2,0,",-2,10,0,2,2,2,3.3166247903553998
3,Nico Rosberg,14,Autodromo Nazionale Monza,"3,0,-1,1,3,2,0,-1,2,3,-1,-4,1,-1,1,0,-15,1,-3,-9,-1,1,-4,0,-1,-1,1,2,-1,2,-3,0,2,0,0,0,-1,0,-2,2,0,0,0,0,0,1,2,-3,0,0,1,0,0,-8,0,2,1,4,3,3,1,1,-3,-4,-1,-2,0,-1,0,5,0,-3,-3,0,0,3,2,-8,0,-1,-1,2,0,2,5,4,10,1,-1,-2,0,1,0,4,3,-5,0,1,-2,1,",-5,4,0,1,1,0,2.4494897427831779
3,Nico Rosberg,16,Marina Bay Street Circuit,"3,0,-1,1,3,2,0,-1,2,3,-1,-4,1,-1,1,0,-15,1,-3,-9,-1,1,-4,0,-1,-1,1,2,-1,2,-3,0,2,0,0,0,-1,0,-2,2,0,0,0,0,0,1,2,-3,0,0,1,0,0,-8,0,2,1,4,3,3,1,1,-3,-4,-1,-2,0,-1,0,5,0,-3,-3,0,0,3,2,-8,0,-1,-1,2,0,2,5,4,10,1,-1,-2,0,1,0,4,3,-5,0,1,-2,1,-3,",-3,-3,-3,-3,-3,-3,0.0
3,Nico Rosberg,17,Shanghai International Circuit,"3,0,-1,1,3,2,0,-1,2,3,-1,-4,1,-1,1,0,-15,1,-3,-9,-1,1,-4,0,-1,-1,1,2,-1,2,-3,0,2,0,0,0,-1,0,-2,2,0,0,0,0,0,1,2,-3,0,0,1,0,0,-8,0,2,1,4,3,3,1,1,-3,-4,-1,-2,0,-1,0,5,0,-3,-3,0,0,3,2,-8,0,-1,-1,2,0,2,5,4,10,1,-1,-2,0,1,0,4,3,-5,0,1,-2,1,-3,1,-4,2,0,0,0,0,-2,0,-1,",-4,2,-1,0,0,-1,1.4142135623730951
3,Nico Rosberg,18,AutÛdromo JosÈ Carlos Pace,"3,0,-1,1,3,2,0,-1,2,3,-1,-4,1,-1,1,0,-15,1,-3,-9,-1,1,-4,0,-1,-1,1,2,-1,2,-3,0,2,0,0,0,-1,0,-2,2,0,0,0,0,0,1,2,-3,0,0,1,0,0,-8,0,2,1,4,3,3,1,1,-3,-4,-1,-2,0,-1,0,5,0,-3,-3,0,0,3,2,-8,0,-1,-1,2,0,2,5,4,10,1,-1,-2,0,1,0,4,3,-5,0,1,-2,1,-3,1,-4,2,0,0,0,0,-2,0,-1,5,1,2,-1,-2,0,0,0,0,",-2,5,0,0,1,0,1.7320508075688772
3,Nico Rosberg,20,N¸rburgring (this is the same as 15. Merge the race years),"3,0,-1,1,3,2,0,-1,2,3,-1,-4,1,-1,1,0,-15,1,-3,-9,-1,1,-4,0,-1,-1,1,2,-1,2,-3,0,2,0,0,0,-1,0,-2,2,0,0,0,0,0,1,2,-3,0,0,1,0,0,-8,0,2,1,4,3,3,1,1,-3,-4,-1,-2,0,-1,0,5,0,-3,-3,0,0,3,2,-8,0,-1,-1,2,0,2,5,4,10,1,-1,-2,0,1,0,4,3,-5,0,1,-2,1,-3,1,-4,2,0,0,0,0,-2,0,-1,5,1,2,-1,-2,0,0,0,0,3,6,1,-1,",-1,6,1,3,6,2,2.4494897427831779
3,Nico Rosberg,21,Autodromo Enzo e Dino Ferrari,"3,0,-1,1,3,2,0,-1,2,3,-1,-4,1,-1,1,0,-15,1,-3,-9,-1,1,-4,0,-1,-1,1,2,-1,2,-3,0,2,0,0,0,-1,0,-2,2,0,0,0,0,0,1,2,-3,0,0,1,0,0,-8,0,2,1,4,3,3,1,1,-3,-4,-1,-2,0,-1,0,5,0,-3,-3,0,0,3,2,-8,0,-1,-1,2,0,2,5,4,10,1,-1,-2,0,1,0,4,3,-5,0,1,-2,1,-3,1,-4,2,0,0,0,0,-2,0,-1,5,1,2,-1,-2,0,0,0,0,3,6,1,-1,0,",0,0,0,0,0,0,0.0
3,Nico Rosberg,22,Suzuka Circuit,"3,0,-1,1,3,2,0,-1,2,3,-1,-4,1,-1,1,0,-15,1,-3,-9,-1,1,-4,0,-1,-1,1,2,-1,2,-3,0,2,0,0,0,-1,0,-2,2,0,0,0,0,0,1,2,-3,0,0,1,0,0,-8,0,2,1,4,3,3,1,1,-3,-4,-1,-2,0,-1,0,5,0,-3,-3,0,0,3,2,-8,0,-1,-1,2,0,2,5,4,10,1,-1,-2,0,1,0,4,3,-5,0,1,-2,1,-3,1,-4,2,0,0,0,0,-2,0,-1,5,1,2,-1,-2,0,0,0,0,3,6,1,-1,0,-2,-1,2,2,0,-3,0,",-3,2,-2,0,0,-1,1.7320508075688772
3,Nico Rosberg,32,AutÛdromo Hermanos RodrÌguez,"3,0,-1,1,3,2,0,-1,2,3,-1,-4,1,-1,1,0,-15,1,-3,-9,-1,1,-4,0,-1,-1,1,2,-1,2,-3,0,2,0,0,0,-1,0,-2,2,0,0,0,0,0,1,2,-3,0,0,1,0,0,-8,0,2,1,4,3,3,1,1,-3,-4,-1,-2,0,-1,0,5,0,-3,-3,0,0,3,2,-8,0,-1,-1,2,0,2,5,4,10,1,-1,-2,0,1,0,4,3,-5,0,1,-2,1,-3,1,-4,2,0,0,0,0,-2,0,-1,5,1,2,-1,-2,0,0,0,0,3,6,1,-1,0,-2,-1,2,2,0,-3,0,0,0,",0,0,0,0,0,0,0.0
3,Nico Rosberg,70,A1 Redbull Ring,"3,0,-1,1,3,2,0,-1,2,3,-1,-4,1,-1,1,0,-15,1,-3,-9,-1,1,-4,0,-1,-1,1,2,-1,2,-3,0,2,0,0,0,-1,0,-2,2,0,0,0,0,0,1,2,-3,0,0,1,0,0,-8,0,2,1,4,3,3,1,1,-3,-4,-1,-2,0,-1,0,5,0,-3,-3,0,0,3,2,-8,0,-1,-1,2,0,2,5,4,10,1,-1,-2,0,1,0,4,3,-5,0,1,-2,1,-3,1,-4,2,0,0,0,0,-2,0,-1,5,1,2,-1,-2,0,0,0,0,3,6,1,-1,0,-2,-1,2,2,0,-3,0,0,0,0,1,1,",0,1,0,1,0,0,0.0
4,Fernando Alonso,1,Melbourne Grand Prix Circuit,"2,-2,1,3,2,2,0,-4,-15,-4,4,2,-1,",-15,4,-2,1,2,-1,4.6904157598234297
4,Fernando Alonso,2,Sepang International Circuit,"2,-2,1,3,2,2,0,-4,-15,-4,4,2,-1,-2,1,4,0,9,0,3,5,3,-2,3,-1,10,-1,",-2,10,-1,3,3,2,3.6055512754639891
4,Fernando Alonso,3,Bahrain International Circuit,"2,-2,1,3,2,2,0,-4,-15,-4,4,2,-1,-2,1,4,0,9,0,3,5,3,-2,3,-1,10,-1,2,1,2,0,-3,-1,1,4,0,2,1,0,",-3,4,0,1,2,0,1.7320508075688772
4,Fernando Alonso,4,Circuit de Barcelona-Catalunya,"2,-2,1,3,2,2,0,-4,-15,-4,4,2,-1,-2,1,4,0,9,0,3,5,3,-2,3,-1,10,-1,2,1,2,0,-3,-1,1,4,0,2,1,0,-2,0,1,2,0,2,2,0,3,1,2,0,-4,",-4,3,0,1,2,0,1.7320508075688772
4,Fernando Alonso,6,Circuit de Monaco,"2,-2,1,3,2,2,0,-4,-15,-4,4,2,-1,-2,1,4,0,9,0,3,5,3,-2,3,-1,10,-1,2,1,2,0,-3,-1,1,4,0,2,1,0,-2,0,1,2,0,2,2,0,3,1,2,0,-4,2,0,0,0,2,0,1,1,1,0,-1,1,",-1,2,0,1,1,0,1.0
4,Fernando Alonso,7,Circuit Gilles Villeneuve,"2,-2,1,3,2,2,0,-4,-15,-4,4,2,-1,-2,1,4,0,9,0,3,5,3,-2,3,-1,10,-1,2,1,2,0,-3,-1,1,4,0,2,1,0,-2,0,1,2,0,2,2,0,3,1,2,0,-4,2,0,0,0,2,0,1,1,1,0,-1,1,-1,0,0,0,0,1,-1,2,0,",-1,2,0,0,0,0,0.0
